title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,saturday,sunday,monday,tuesday,wednesday,thursday,friday,imgUrl,isClaimed,latitude,longitude
Pets at Home Workington,4.5,221,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Derwent Drive Retail Park  Derwent Dr  Workington CA14 3YW,JCRP+G7 Workington,community.petsathome.com,01900 68455,9am-7pm,10am-4pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,https://lh5.googleusercontent.com/p/AF1QipPwIw1pow-NOr7NItEniQnGFwF7YiqBI__0iOv8=w507-h240-k-no,FALSE,54.6413125,-3.5643125
Pets Corner,4.5,163,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Garden Centre  Cambridge Rd  Hitchin SG4 0JT,XQ73+4J Hitchin,petscorner.co.uk,01462 422141,9am-5:30pm,10:30am-4:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipM8siO_qmVMJ8iyg4Ur7Tu8gWy53EJ3MMuuDF_p=w422-h240-k-no,FALSE,51.9628125,-0.2459375
Pets Corner,4.6,125,Pet Shop,   In-store shopping     Curbside pickup     Delivery,5 Darby's Lane  Poole BH15 3ER,P2JF+CC Poole,petscorner.co.uk,01202 674408,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipNBjBxDMMc-I0V6HI0AeLOcF3H2mkVFAHEvyPxt=w426-h240-k-no,FALSE,,
Sunderlands Pets & Aquatics - tropical fish - cold water fish & keys cut.,4.1,166,Pet Shop,,1291 Ashton Old Rd  Openshaw  Manchester M11 1JS,FRFP+5J Manchester,sunderlandspetstore.co.uk,0161 370 1474,11am-5pm,Closed,11am-5pm,11am-5pm,11am-5pm,11am-5pm,11am-5pm,https://lh5.googleusercontent.com/p/AF1QipOj_XyM127xvZTIvgzmVyp_n8rSj9Ma9kj3GkNK=w408-h839-k-no,TRUE,53.4729375,-2.1634375
Superpet Warehouse,4.7,349,Pet Shop,,Ribbleton Pl  Preston PR1 5AT,Q878+G5 Preston,superpetwarehouse.co.uk,01772 791900,9am-5pm,11am-4pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipPVSyETKdFVN2WxjAsMULplevp074jde_D8JQ7H=w408-h306-k-no,TRUE,53.7638125,-2.6845625
Pets at Home Abbotsinch,4.3,300,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Abbotsinch Retail Park  Washington Rd  Paisley PA3 4EP,VH6M+G3 Paisley,community.petsathome.com,0345 600 9176,9am-7pm,10am-5pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,https://lh5.googleusercontent.com/p/AF1QipOLXuALWQDGi4e8E6357GFgUxLlOTzJTWQp567b=w408-h725-k-no,FALSE,55.8613125,-4.4173125
Jollyes - The Pet Superstore Bolton,4.4,287,Pet Shop,,Retail Park  Crompton Way  Astley Bridge  Bolton BL1 8NZ,JH29+39 Bolton,jollyes.co.uk,01204 300199,9am-7pm,10:30am-4:30pm,9am-7pm,9am-7pm,9am-7pm,9am-7pm,9am-7pm,,FALSE,53.6001875,-2.4315625
Proexotics,4.9,157,Pet Shop,,44 Glasgow Rd  Paisley PA1 3PW,RHWR+P5 Paisley,proexotics.co.uk,0141 840 1939,10am-5:30pm,12-4:30pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipNXoRbO5JWrV-Nfa3Dawq8Ki6rgHi9J0AFTeIL8=w408-h306-k-no,TRUE,55.8468125,-4.4095625
Shanklin Pet Stores,4.6,16,Pet Shop,   In-store shopping     Curbside pickup     Delivery,8 Clarendon Rd  Shanklin PO37 7AG,JRJC+GR Shanklin,shanklinpetstores.co.uk,01983 863546,10am-2pm,Closed,9am-4pm,9am-4pm,9am-4pm,9am-4pm,9am-4pm,https://lh5.googleusercontent.com/p/AF1QipNjzWzhl8qHvBxM9oF9deXJ11X08eh7I83DPUsK=w426-h240-k-no,TRUE,,
Pets Corner,4.4,116,Pet Shop,"Retail chain supplying care products for family pets, plus an animal advice service.       In-store shopping     Curbside pickup     Delivery",Unit 9  Dukes Mill  Shopping Centre  Broadwater Rd  Romsey SO51 8PJ,XGQ2+2M Romsey,petscorner.co.uk,01794 512528,9am-6pm,10am-4pm,8:30am-7pm,8:30am-7pm,8:30am-7pm,8:30am-7pm,8:30am-7pm,https://lh5.googleusercontent.com/p/AF1QipNueUYEG4_3rcMHY2x0vx4dydTNTcHTeIxxqlf3=w426-h240-k-no,FALSE,50.9875625,-1.4983125
Pets at Home Bradford,4.3,641,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Forster Square Retail Park Park  6B  5 Valley Rd  Bradford BD1 4AG,Q6XX+43 Bradford,community.petsathome.com,01274 722969,9am-7pm,10:30am-4:30pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipNUwtPFibiBOt3SDKj_i_0IfvltLVSp6QnWk6KG=w408-h244-k-no,FALSE,53.7978125,-1.7523125
Pets at Home Penrith,4.5,285,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Castle Retail Park  Ullswater Rd  Penrith CA11 7EH,M65Q+MQ Penrith,community.petsathome.com,0345 600 1992,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,54.6591875,-2.7605625
Ginger Ted Ltd,4.9,10,Pet Shop,,,,gingerted.co.uk,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,TRUE,,
Pets Corner,4.6,200,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Norfolk House  16-18 Station Rd  Thatcham RG19 4PR,CP2W+M8 Thatcham,petscorner.co.uk,01635 861644,9am-6pm,10am-5pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,51.4016875,-1.2541875
Pets Corner,4.5,244,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Tanfield Garage  Guildford Rd  Horsham RH12 1TR,3M76+XR Horsham,petscorner.co.uk,01403 270227,9am-6pm,10:30am-4:30pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipMLcteJof8bN8bMGFkJ69J4Z71tCKH5cD1ISajL=w426-h240-k-no,FALSE,51.0649375,-0.3379375
My Pet HQ Ltd,4.7,82,Pet Shop,   In-store pick-up,15-17  Oldgate  Morpeth NE61 1QF,5885+X4 Morpeth,mypethq.co.uk,01670 512895,10am-4pm,Closed,10am-4pm,10am-4pm,10am-4pm,10am-4pm,10am-4pm,,TRUE,55.1674375,-1.6921875
Pets at Home Bishopbriggs,4.3,582,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Strathkelvin Retail Park  5a  Crosshill Rd  Glasgow G64 2TS,"WQCR+6G Bishopbriggs, Glasgow",community.petsathome.com,0345 600 9679,9am-7pm,10am-6pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,https://lh5.googleusercontent.com/p/AF1QipMf4a076XvcpK9VLCl_R5wIcFmXBGm5AwvnQPBm=w426-h240-k-no,FALSE,55.9205625,-4.2086875
All Under One Woof,4.9,35,Pet Shop,,6  4  FULLWOOD INDUSTRIAL ESTATE  Burnbank Rd  Hamilton ML3 9AZ,QWJQ+3X Hamilton,allunderonewoof.org,01698 420529,10am-4pm,Closed,10am-5pm,10am-5pm,10am-5pm,10am-5pm,10am-5pm,,TRUE,55.7801875,-4.0600625
Pets Corner,4.6,117,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Bell Walk House  Shopping Centre  6 Bell Walk Market  Uckfield TN22 5DQ,X39W+H2 Uckfield,petscorner.co.uk,01825 762645,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipOkHgSEo8c_5X7ew8Dh5yixkN6MXZwbN5Zo093d=w426-h240-k-no,FALSE,50.9689375,0.0950625
Healthy Pet Store,4.8,214,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Road (under Arcade  27 Salisbury Rd  Totton  Southampton SO40 3HX,WG95+Q9 Southampton,healthypetstore.co.uk,023 8086 8598,9am-5pm,10am-4pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-8pm,9am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipPOXcKqOWWXhYZJJ3uMgjr0JevzsSJ71ekyiCce=w408-h306-k-no,TRUE,50.9194375,-1.4915625
Whitton Pet Centre Ltd,4.4,83,Pet Shop,,95 High St  Twickenham TW2 7LD,FJ2R+6W Twickenham,whittonpetcentre.co.uk,020 3417 4947,9am-4pm,Closed,9am-4pm,9am-4pm,9am-4pm,9am-4pm,9am-4pm,https://lh5.googleusercontent.com/p/AF1QipMP7H8PtaF-QcTHe_phVc8UYv1E9b_raQq9ipQb=w408-h306-k-no,TRUE,51.4505625,-0.3576875
Pets Corner,4.5,120,Pet Shop,   In-store shopping     Curbside pickup     Delivery,378 S Coast Rd  Telscombe Cliffs  Peacehaven BN10 7ET,QXVM+V8 Peacehaven,petscorner.co.uk,01273 587581,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,50.7946875,-0.0166875
Ponderosa Bird & Pet Centre Ltd.,4.6,96,Pet Shop,,Dundry Nurseries  Bamfurlong Ln  Cheltenham GL51 6SL,VVW3+37 Cheltenham,ponderosapetshop.co.uk,01452 713229,10am-4pm,10am-4pm,10am-4pm,10am-4pm,10am-4pm,10am-4pm,10am-4pm,https://lh5.googleusercontent.com/p/AF1QipOzcHR6beMTh5CSSXXVbpdGtejvjq81Qa87Jpg1=w408-h306-k-no,TRUE,51.8951875,-2.1468125
Happy Pets,4.9,30,Pet Care Store,,94 Queensberry St  Dumfries DG1 1BG,399Q+XJ Dumfries,happypetsdirect.co.uk,01387 247779,9am-5pm,Closed,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,https://geo1.ggpht.com/cbk?panoid=J8Z-q3hUw8yrWMEwAz-n8g&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=111.71378&pitch=0&thumbfov=100,TRUE,55.0699375,-3.6109375
Chiswick Pets London,4.4,150,Pet Shop,"Established store selling domestic pets, fish and reptiles and offers a holiday boarding service.",32-34 Devonshire Rd  Chiswick  London W4 2HD,FPRV+JQ London,chiswickpets.co.uk,020 8747 0715,9am-6pm,11am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,TRUE,51.4915625,-0.2555625
UK Pets Company (Richmond),4.7,39,Pet Shop,,4 Duke St  London TW9 1HP,FM6W+H7 London,ukpetscompany.com,020 8948 6172,10am-6pm,11am-5pm,10am-6pm,10am-6pm,10am-6pm,10am-6pm,10am-6pm,https://lh5.googleusercontent.com/p/AF1QipO7TaTUzw-lXso-UQv0bKUDH7LLUA80_vHIhkwn=w408-h408-k-no,TRUE,51.4614375,-0.3043125
Broadway Pet Stores,4.5,92,Pet Care Store,"Family-run store for hamsters, budgies and fish, plus accessories including fish tanks and food.       In-store shopping     Curbside pickup     Delivery",6-8 Muswell Hill Broadway  Muswell Hill  London N10 3RT,HVQ4+P4 London,broadwaypetstores.co.uk,020 8883 3200,9:30am-5pm,Closed,Closed,9:30am-5pm,9:30am-5pm,9:30am-5pm,9:30am-5pm,https://lh5.googleusercontent.com/p/AF1QipOyxyd4acmS26xBcI7Kn7y6lxiN4D59pdGzyaqJ=w408-h265-k-no,TRUE,51.5893125,-0.1446875
Pets at Home Hexham,4.4,145,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",Tyne Valley Retail Park  Station Rd  Hexham NE46 1EZ,XWC4+WR Hexham,community.petsathome.com,0345 600 3689,9am-7pm,10am-4pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,https://lh5.googleusercontent.com/p/AF1QipMDBiA29MUT3-FKWnjlUJGyzT6fqcGO9uxMevhS=w408-h275-k-no,FALSE,54.9723125,-2.0929375
Pets Corner,4.6,84,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Unit 3 Fairfield Rd  Warminster BA12 9BR,6R3F+WG Warminster,petscorner.co.uk,01985 218045,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipPgPhC3D-CeXgtVX1OzU1Idu9UGR8t6WDpGrdgr=w426-h240-k-no,FALSE,51.2048125,-2.1761875
Pets Corner,4.6,91,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Unit 4b Townsend Shopping Park  Shepton Mallet BA4 5EG,5CPX+XR Shepton Mallet,petscorner.co.uk,01749 347732,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipPbSMITbvoA_KybkzLV2KbHJ4mFaqjQpBgxz-9j=w426-h240-k-no,FALSE,51.1874375,-2.5504375
Pets Corner,4.6,82,Pet Shop,   In-store shopping     Curbside pickup     Delivery,89 High St  Tilsmore Rd  Heathfield TN21 8JA,X6CX+45 Heathfield,petscorner.co.uk,01435 860606,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,50.9703125,0.2479375
The Pet Stop,4.8,5,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Thorpe Market Road  Roughton  Norwich NR11 8TB,V8J6+F9 Cromer,thepetstopalby.co.uk,01263 834969,9:30am-2:30pm,Closed,Closed,9:30am-3:30pm,9:30am-3:30pm,9:30am-3:30pm,9:30am-3:30pm,https://lh5.googleusercontent.com/p/AF1QipPCDAJrroOKZgU3xgtWdByM-_OIYbSRQl8lbXw=w408-h306-k-no,TRUE,52.8811875,1.3109375
The Pet Store,4.6,150,Pet Care Store,,21  Cannon Way  Barugh Green  Barnsley S75 1JU,HF9G+44 Barnsley,the-petstore.co.uk,01226 380581,9am-5pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipN-veN01iVPORO8hDn2jGBQ-zT_27EBe49G6nkm=w426-h240-k-no,FALSE,53.5678125,-1.5246875
Pets at Home Ayr,4.3,455,Pet Shop,"One-stop shop for pet food, toys, equipment and insurance, plus small animals, fish and reptiles.       In-store pick-up",21 Allison St  Ayr KA8 8HD,F99C+HP Ayr,community.petsathome.com,0845 266 8230,9am-7pm,10am-6pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,9am-8pm,https://lh5.googleusercontent.com/p/AF1QipPqKdhs1A-FTJ9uAL8lkJ9b1edCydmNzyOcoI7c=w426-h240-k-no,FALSE,55.4689375,-4.6281875
The Lost World,4.9,108,Pet Shop,,6 New Bridge St  Ayr KA7 1JX,F979+W7 Ayr,,01292 290488,10am-5:30pm,12-4pm,10am-5pm,10am-5pm,10am-5pm,10am-5:30pm,10am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipNN-D0Prgt0Nd9SRsO_6SM44iYgsvUSl3Z0JZ6C=w408-h725-k-no,FALSE,55.4648125,-4.6318125
Pets Corner,4.5,149,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Retail Park  Unit 1 Salisbury Rd  Blandford Forum DT11 7QG,VR6Q+34 Blandford Forum,petscorner.co.uk,01258 450184,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,50.8601875,-2.1621875
The Pet Hut,,,Pet Shop,,Westwood Rd  Westwood  Broadstairs CT10 2RQ,,poundstretcher.co.uk,,9am-5pm,Closed,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,,FALSE,,
Veermans Pets & Co.,4.9,31,Pet Shop,   In-store shopping     Curbside pickup,134 High St  Tranent EH33 1HJ,W3V2+8J Tranent,petsandco.uk,01875 632112,9am-5pm,Closed,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,,TRUE,55.9433125,-2.9484375
Jumanji Pets,4.1,405,Pet Shop,"Large store selling pet animals and fish, plus food, equipment and accessories.",44 Birchington Rd  North Maida Vale  London NW6 4LJ,GRQ4+P8 London,jumanjipets.co.uk,020 7372 5693,9am-6pm,11am-5pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipMAExFBx0-uGq8RTKNQJZ6fmtMYh3f6dXJcc7bK=w408-h725-k-no,TRUE,51.5393125,-0.1941875
Pets Corner,4.8,136,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Littlemoor Road Goulds Garden Centre  Weymouth DT3 6AD,JHW5+H8 Weymouth,petscorner.co.uk,01305 832783,9am-5:30pm,10:30am-4:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipM5-SNsAM1qI0em7owXBUuY21UOCnaflpQrazQa=w426-h240-k-no,FALSE,50.6464375,-2.4416875
Nu Pets,4,129,Pet Care Store,   In-store shopping     Curbside pickup     Delivery,97-99 Lowther St  Carlisle CA3 8ED,V3W8+6F Carlisle,nu-pets.co.uk,01228 520473,10am-4pm,Closed,10am-2pm,10am-2pm,10am-2pm,10am-2pm,10am-2pm,,TRUE,54.8955625,-2.9338125
Pets Corner,4.7,114,Pet Shop,   In-store shopping     Curbside pickup     Delivery,160 Fleet Rd  Fleet GU51 4BE,75J5+H5 Fleet,petscorner.co.uk,01252 615905,9am-5:30pm,10am-4pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,9am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipMmrBeX2ldUG17kBtGIeq4mVFrQZe82SnjWFIrs=w426-h240-k-no,FALSE,51.2814375,-0.8420625
The Barking Lot,4.6,44,Pet Shop,,7 Horsefair  Wetherby LS22 6JG,WJH8+93 Wetherby,thebarkinglot.co.uk,01937 588662,10:30am-4pm,Closed,10:30am-4:30pm,10:30am-4:30pm,10:30am-4:30pm,10:30am-4:30pm,10:30am-4:30pm,https://lh5.googleusercontent.com/p/AF1QipM6ZYFIgV75J0-t-IQll8N3t_n5PXrFBd82iSaZ=w408-h240-k-no-pi-0-ya299.3591-ro0-fo100,TRUE,53.9284375,-1.3848125
reptilescene,4.4,80,Pet Shop,,15 Aitchison St  Airdrie ML6 9AF,V286+JC Airdrie,,01236 702706,Closed,9:30am-9pm,9am-7pm,Closed,Closed,10am-5pm,9am-9pm,,TRUE,55.8665625,-3.9889375
Pets Corner,4.8,93,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Units 1 & 2  Bursledon House  Station Rd  New Milton BH25 6HS,Q83V+GX New Milton,petscorner.co.uk,01425 627725,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipM34_3FCoWTAxBPaPiVvegeLOViGxOZJ74c0vn1=w422-h240-k-no,FALSE,50.7538125,-1.6550625
VIP Pets,4.3,49,Pet Care Store,,30-32 Paisley Rd W  Glasgow G51 1LB,VP39+9R Glasgow,vippetsglasgow.co.uk,0141 418 0326,10am-5:30pm,10am-5pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,10am-5:30pm,https://lh5.googleusercontent.com/p/AF1QipOsXpYTt5shcAV9ibM67zO5YY4BrnQEYhjEucIA=w426-h240-k-no,FALSE,55.8534375,-4.2804375
Pingles Pet Store,4.7,310,Pet Shop,,The Pingle  Ashby Rd  Barwell  Leicester LE9 8HW,HJGP+MP Leicester,en-gb.facebook.com,01455 847625,8:30am-5:30pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipN5uHi5MnCQK-qGEMb_Ig7PsTe2_wDcQLbV3IGl=w426-h240-k-no,FALSE,52.5766875,-1.3631875
Pets Corner,4.7,59,Pet Shop,   In-store shopping     Curbside pickup     Delivery,The Pet Family Building  George Ln  Marlborough SN8 4BY,C79C+46 Marlborough,petscorner.co.uk,01672 511310,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,,FALSE,51.4178125,-1.7294375
Pets Corner,4.6,78,Pet Shop,   In-store shopping     Curbside pickup     Delivery,Princes Rd  Wells BA5 1TB,684X+QW Wells,petscorner.co.uk,01749 672284,9am-6pm,10am-4pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,https://lh5.googleusercontent.com/p/AF1QipMi_q5Vp8uA8V7ehOcGwMHEocsK6payg1nt3uT5=w426-h240-k-no,FALSE,51.2069375,-2.6501875
Algo pet shop,5,1,Pet store,,Blvd. Partizanski Odredi 62  Skopje 1000  North Macedonia,2C32+57 Skopje North Macedonia,,+389 77 649 696,10AM-8PM,Closed,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,https://geo2.ggpht.com/cbk?panoid=yJ3iuS731PK0ie5opWL9yw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=104.11865&pitch=0&thumbfov=100,FALSE,42.0029375,21.4006875
Aqua shop Nemo,4.3,3,Aquarium shop,,Skopje  1000  North Macedonia,X9XR+CR Skopje North Macedonia,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipNnjTq9wp-fxLOezKqInCE1HjH9hKno4-pwEqvm=w408-h306-k-no,FALSE,41.9985625,21.3920625
Global Feed Additives (GFA),5,2,Animal feed store,,st. Ivan Cankar No. 125 b  Skopje  Skopje 1000  North Macedonia,296F+3G Skopje North Macedonia,gfa-mk.business1.com,+389 2 205 0013,Closed,Closed,8:30AM-4PM,8:30AM-4PM,8:30AM-4PM,8:30AM-4PM,8:30AM-4PM,,FALSE,42.0101875,21.3738125
Pet Shop SNOOPY,3,2,Pet store,,Hristo Tatarchev  Skopje 1000  North Macedonia,XCFV+HP Skopje North Macedonia,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipM4EDkQAdCHfPGWaoFb1v88FgQOZ-Ev42x9zg85=w427-h240-k-no,FALSE,41.9739375,21.4443125
PRODAVNICA ZA ZOO PODAROCI,5,1,Pet store,,,,,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipPb6Bo0haRgGgrL-Ig9eVSElQ1rcKikC1u9YLVE=w408-h721-k-no,TRUE,,
Pet Supplies,4.3,18,Pet supply store,,Franklin Ruzvelt 23  Skopje 1000  North Macedonia,XCW6+WR Skopje North Macedonia,,+389 76 514 163,10AM-3PM,Closed,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,https://lh5.googleusercontent.com/p/AF1QipNstqiR84Tqce0OSekAvDenXp-7GsiC0a5fTH7b=w408-h408-k-no,TRUE,41.9973125,21.4120625
City Pets,5,2,Pet store,,MK  Boulevard Kuzman Josifovski Pitu 28/1/4  Skopje 1000  North Macedonia,XFQ2+84 Skopje North Macedonia,,+389 74 207 302,10AM-3PM,Closed,11AM-6PM,11AM-6PM,11AM-6PM,11AM-6PM,11AM-6PM,https://lh5.googleusercontent.com/p/AF1QipO7MAuhiwB3xrN3wpls3flmPQT_qzj-HjEhQGgT=w408-h306-k-no,TRUE,41.9883125,21.4503125
Pet Shop Fauna centar Novo Lisice - Parrot Land,,,Pet store,,Vidoe Smilevski Bato 14  dp4 1000  North Macedonia,XFHG+V8 Skopje North Macedonia,,+389 72 699 603,10AM-5PM,Closed,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,11AM-7PM,https://lh5.googleusercontent.com/p/AF1QipOJo1W8I6JmgBbInMUXPVGt2h9ozcFAXYRsBiBw=w635-h240-k-no,FALSE,41.9796875,21.4758125
Cezar,,,Pet store,,Orce Nikolov  Skopje 1000  North Macedonia,2C38+J9 Skopje North Macedonia,,+389 70 532 100,,,,,,,,,FALSE,42.0040625,21.4159375
Art and Craft,,,Reptile store,,Sv. Kiril i Metodij 50  Skopje 1000  North Macedonia,XCVG+6F Skopje North Macedonia,bregli.com.mk,+389 75 398 768,,,,,,,,,TRUE,41.9930625,21.4261875
BIT PET,,,Pet store,,Skopje 1000  North Macedonia,2C3Q+8C Skopje North Macedonia,,+389 71 290 876,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,https://lh5.googleusercontent.com/p/AF1QipMvt3T4g-wKxEnu44Up4ra1yDT0elHXyQ9AykxT=w408-h306-k-no,FALSE,42.0033125,21.4385625
Jirasuda DOOEL,,,Pet store,,MK  Boris Trajkovski 7  Skopje 1000  North Macedonia,XFC8+VJ Skopje North Macedonia,,+389 78 474 841,,,,,,,,,TRUE,41.9721875,21.4665625
